name,variable,date,value
北坞公园,GPP,2018-12-01,4.427739
北坞公园,Tair,2018-12-01,-0.786789
北坞公园,Rainf,2018-12-01,0.388662
北坞公园,ET,2019-12-01,0.34306
北坞公园,GPP,2019-12-01,3.124401
北坞公园,Tair,2019-12-01,1.492797
北坞公园,Rainf,2019-12-01,0.409478
北坞公园,ET,2013-12-15,0.120814
北坞公园,GPP,2013-12-15,1.835593
北坞公园,Tair,2013-12-15,-2.380851
北坞公园,Rainf,2013-12-15,0.008345
北坞公园,ET,2014-12-15,0.173308
北坞公园,GPP,2014-12-15,1.882647
北坞公园,Tair,2014-12-15,-0.546696
北坞公园,Rainf,2014-12-15,0.132114
北坞公园,ET,2015-12-15,0.156613
北坞公园,GPP,2015-12-15,1.845755
北坞公园,Tair,2015-12-15,0.057444
北坞公园,Rainf,2015-12-15,1.3e-05
北坞公园,ET,2016-12-15,0.23448
北坞公园,GPP,2016-12-15,2.314494
北坞公园,Tair,2016-12-15,0.057518
北坞公园,Rainf,2016-12-15,0.060923
北坞公园,ET,2017-12-15,0.425283
北坞公园,GPP,2017-12-15,3.143625
北坞公园,Tair,2017-12-15,2.367599
北坞公园,Rainf,2017-12-15,0
北坞公园,ET,2018-12-15,0.501472
北坞公园,GPP,2018-12-15,4.334045
北坞公园,Tair,2018-12-15,0.012735
北坞公园,Rainf,2018-12-15,0
北坞公园,ET,2019-12-15,0.260056
北坞公园,GPP,2019-12-15,2.934678
北坞公园,Tair,2019-12-15,-0.670992
北坞公园,Rainf,2019-12-15,0.268547
通州哈佛摇篮幼儿园,ET,2013-01-01,0.107573
通州哈佛摇篮幼儿园,GPP,2013-01-01,1.853234
通州哈佛摇篮幼儿园,Tair,2013-01-01,-6.471135
通州哈佛摇篮幼儿园,Rainf,2013-01-01,0.054816
通州哈佛摇篮幼儿园,ET,2014-01-01,0.131408
通州哈佛摇篮幼儿园,GPP,2014-01-01,1.901312
通州哈佛摇篮幼儿园,Tair,2014-01-01,-2.149322
通州哈佛摇篮幼儿园,Rainf,2014-01-01,0.005667
通州哈佛摇篮幼儿园,ET,2015-01-01,0.173101
通州哈佛摇篮幼儿园,GPP,2015-01-01,1.850841
通州哈佛摇篮幼儿园,Tair,2015-01-01,-0.853514
通州哈佛摇篮幼儿园,Rainf,2015-01-01,0.046096
通州哈佛摇篮幼儿园,ET,2016-01-01,0.153888
通州哈佛摇篮幼儿园,GPP,2016-01-01,1.895264
通州哈佛摇篮幼儿园,Tair,2016-01-01,-2.609313
通州哈佛摇篮幼儿园,Rainf,2016-01-01,0.043431
通州哈佛摇篮幼儿园,ET,2017-01-01,0.116864
通州哈佛摇篮幼儿园,GPP,2017-01-01,1.779982
通州哈佛摇篮幼儿园,Tair,2017-01-01,-0.954359
通州哈佛摇篮幼儿园,Rainf,2017-01-01,0.010428
通州哈佛摇篮幼儿园,ET,2018-01-01,0.166636
通州哈佛摇篮幼儿园,GPP,2018-01-01,1.816133
通州哈佛摇篮幼儿园,Tair,2018-01-01,-1.711719
通州哈佛摇篮幼儿园,Rainf,2018-01-01,0.030929
通州哈佛摇篮幼儿园,ET,2019-01-01,0.169237
通州哈佛摇篮幼儿园,GPP,2019-01-01,1.902518
通州哈佛摇篮幼儿园,Tair,2019-01-01,-1.711114
通州哈佛摇篮幼儿园,Rainf,2019-01-01,0.012934
通州哈佛摇篮幼儿园,ET,2013-01-15,0.226376
通州哈佛摇篮幼儿园,GPP,2013-01-15,1.983258
通州哈佛摇篮幼儿园,Tair,2013-01-15,-3.107845
通州哈佛摇篮幼儿园,Rainf,2013-01-15,0.147698
通州哈佛摇篮幼儿园,ET,2014-01-15,0.18222
通州哈佛摇篮幼儿园,GPP,2014-01-15,2.003394
通州哈佛摇篮幼儿园,Tair,2014-01-15,0.027684
通州哈佛摇篮幼儿园,Rainf,2014-01-15,0.027893
通州哈佛摇篮幼儿园,ET,2015-01-15,0.187788
通州哈佛摇篮幼儿园,GPP,2015-01-15,2.045898
通州哈佛摇篮幼儿园,Tair,2015-01-15,-0.80188
通州哈佛摇篮幼儿园,Rainf,2015-01-15,0.023307
通州哈佛摇篮幼儿园,ET,2016-01-15,0.100827
通州哈佛摇篮幼儿园,GPP,2016-01-15,1.97787
通州哈佛摇篮幼儿园,Tair,2016-01-15,-6.163573
通州哈佛摇篮幼儿园,Rainf,2016-01-15,0
通州哈佛摇篮幼儿园,ET,2017-01-15,0.50217
通州哈佛摇篮幼儿园,GPP,2017-01-15,1.97014
通州哈佛摇篮幼儿园,Tair,2017-01-15,-2.984365
通州哈佛摇篮幼儿园,Rainf,2017-01-15,0.562494
通州哈佛摇篮幼儿园,ET,2018-01-15,0.151522
通州哈佛摇篮幼儿园,GPP,2018-01-15,2.001625
通州哈佛摇篮幼儿园,Tair,2018-01-15,-2.742913
通州哈佛摇篮幼儿园,Rainf,2018-01-15,0
通州哈佛摇篮幼儿园,ET,2019-01-15,0.223105
通州哈佛摇篮幼儿园,GPP,2019-01-15,2.019719
通州哈佛摇篮幼儿园,Tair,2019-01-15,1.728893
通州哈佛摇篮幼儿园,Rainf,2019-01-15,0
通州哈佛摇篮幼儿园,ET,2013-02-01,0.137945
通州哈佛摇篮幼儿园,GPP,2013-02-01,2.084782
通州哈佛摇篮幼儿园,Tair,2013-02-01,-2.852134
通州哈佛摇篮幼儿园,Rainf,2013-02-01,0.039813
通州哈佛摇篮幼儿园,ET,2014-02-01,0.190391
通州哈佛摇篮幼儿园,GPP,2014-02-01,2.076341
通州哈佛摇篮幼儿园,Tair,2014-02-01,-3.588084
通州哈佛摇篮幼儿园,Rainf,2014-02-01,0.071055
通州哈佛摇篮幼儿园,ET,2015-02-01,0.235705
通州哈佛摇篮幼儿园,GPP,2015-02-01,2.197576
通州哈佛摇篮幼儿园,Tair,2015-02-01,1.926288
通州哈佛摇篮幼儿园,Rainf,2015-02-01,0
通州哈佛摇篮幼儿园,ET,2016-02-01,0.266175
通州哈佛摇篮幼儿园,GPP,2016-02-01,2.195224
通州哈佛摇篮幼儿园,Tair,2016-02-01,1.142076
通州哈佛摇篮幼儿园,Rainf,2016-02-01,0.062597
通州哈佛摇篮幼儿园,ET,2017-02-01,0.317176
通州哈佛摇篮幼儿园,GPP,2017-02-01,2.212579
通州哈佛摇篮幼儿园,Tair,2017-02-01,0.728647
通州哈佛摇篮幼儿园,Rainf,2017-02-01,0.111476
通州哈佛摇篮幼儿园,ET,2018-02-01,0.207626
通州哈佛摇篮幼儿园,GPP,2018-02-01,2.284781
通州哈佛摇篮幼儿园,Tair,2018-02-01,-1.845116
通州哈佛摇篮幼儿园,Rainf,2018-02-01,0
通州哈佛摇篮幼儿园,ET,2019-02-01,0.324163
通州哈佛摇篮幼儿园,GPP,2019-02-01,1.973755
通州哈佛摇篮幼儿园,Tair,2019-02-01,-1.763823
通州哈佛摇篮幼儿园,Rainf,2019-02-01,0.185387
通州哈佛摇篮幼儿园,ET,2013-02-15,0.386254
通州哈佛摇篮幼儿园,GPP,2013-02-15,2.277465
通州哈佛摇篮幼儿园,Tair,2013-02-15,0.448532
通州哈佛摇篮幼儿园,Rainf,2013-02-15,0.227314
通州哈佛摇篮幼儿园,ET,2014-02-15,0.460425
通州哈佛摇篮幼儿园,GPP,2014-02-15,2.213107
通州哈佛摇篮幼儿园,Tair,2014-02-15,2.806795
通州哈佛摇篮幼儿园,Rainf,2014-02-15,0.303816
通州哈佛摇篮幼儿园,ET,2015-02-15,0.826409
通州哈佛摇篮幼儿园,GPP,2015-02-15,2.283272
通州哈佛摇篮幼儿园,Tair,2015-02-15,1.83529
通州哈佛摇篮幼儿园,Rainf,2015-02-15,0.824366
通州哈佛摇篮幼儿园,ET,2016-02-15,0.332439
通州哈佛摇篮幼儿园,GPP,2016-02-15,2.390763
通州哈佛摇篮幼儿园,Tair,2016-02-15,1.764406
通州哈佛摇篮幼儿园,Rainf,2016-02-15,0.106102
通州哈佛摇篮幼儿园,ET,2017-02-15,0.232639
通州哈佛摇篮幼儿园,GPP,2017-02-15,2.288993
通州哈佛摇篮幼儿园,Tair,2017-02-15,4.115252
通州哈佛摇篮幼儿园,Rainf,2017-02-15,0
通州哈佛摇篮幼儿园,ET,2018-02-15,0.244162
通州哈佛摇篮幼儿园,GPP,2018-02-15,2.416277
通州哈佛摇篮幼儿园,Tair,2018-02-15,3.05755
通州哈佛摇篮幼儿园,Rainf,2018-02-15,0
通州哈佛摇篮幼儿园,ET,2019-02-15,0.276886
通州哈佛摇篮幼儿园,GPP,2019-02-15,2.394719
通州哈佛摇篮幼儿园,Tair,2019-02-15,5.021759
通州哈佛摇篮幼儿园,Rainf,2019-02-15,0
通州哈佛摇篮幼儿园,ET,2013-03-01,0.325618
通州哈佛摇篮幼儿园,GPP,2013-03-01,2.707708
通州哈佛摇篮幼儿园,Tair,2013-03-01,5.531235
通州哈佛摇篮幼儿园,Rainf,2013-03-01,0.043795
通州哈佛摇篮幼儿园,ET,2014-03-01,0.331402
通州哈佛摇篮幼儿园,GPP,2014-03-01,2.595497
通州哈佛摇篮幼儿园,Tair,2014-03-01,5.630959
通州哈佛摇篮幼儿园,Rainf,2014-03-01,0.026844
通州哈佛摇篮幼儿园,ET,2015-03-01,0.306929
通州哈佛摇篮幼儿园,GPP,2015-03-01,2.668614
通州哈佛摇篮幼儿园,Tair,2015-03-01,4.503688
通州哈佛摇篮幼儿园,Rainf,2015-03-01,0
通州哈佛摇篮幼儿园,ET,2016-03-01,0.308244
通州哈佛摇篮幼儿园,GPP,2016-03-01,2.58073
通州哈佛摇篮幼儿园,Tair,2016-03-01,5.982508
通州哈佛摇篮幼儿园,Rainf,2016-03-01,0
通州哈佛摇篮幼儿园,ET,2017-03-01,0.375709
通州哈佛摇篮幼儿园,GPP,2017-03-01,2.895012
通州哈佛摇篮幼儿园,Tair,2017-03-01,6.935155
通州哈佛摇篮幼儿园,Rainf,2017-03-01,0
通州哈佛摇篮幼儿园,ET,2018-03-01,0.453579
通州哈佛摇篮幼儿园,GPP,2018-03-01,2.558127
通州哈佛摇篮幼儿园,Tair,2018-03-01,6.058243
通州哈佛摇篮幼儿园,Rainf,2018-03-01,0.186545
通州哈佛摇篮幼儿园,ET,2019-03-01,0.391112
通州哈佛摇篮幼儿园,GPP,2019-03-01,2.706607
通州哈佛摇篮幼儿园,Tair,2019-03-01,9.841474
通州哈佛摇篮幼儿园,Rainf,2019-03-01,0
通州哈佛摇篮幼儿园,ET,2013-03-15,0.631073
通州哈佛摇篮幼儿园,GPP,2013-03-15,2.772974
通州哈佛摇篮幼儿园,Tair,2013-03-15,6.889426
通州哈佛摇篮幼儿园,Rainf,2013-03-15,0.321802
通州哈佛摇篮幼儿园,ET,2014-03-15,0.670562
通州哈佛摇篮幼儿园,GPP,2014-03-15,2.831557
通州哈佛摇篮幼儿园,Tair,2014-03-15,13.954483
通州哈佛摇篮幼儿园,Rainf,2014-03-15,0.214385
通州哈佛摇篮幼儿园,ET,2015-03-15,0.509096
通州哈佛摇篮幼儿园,GPP,2015-03-15,2.75658
通州哈佛摇篮幼儿园,Tair,2015-03-15,13.184733
通州哈佛摇篮幼儿园,Rainf,2015-03-15,0.049613
通州哈佛摇篮幼儿园,ET,2016-03-15,0.470897
通州哈佛摇篮幼儿园,GPP,2016-03-15,2.745282
通州哈佛摇篮幼儿园,Tair,2016-03-15,13.243558
通州哈佛摇篮幼儿园,Rainf,2016-03-15,0
通州哈佛摇篮幼儿园,ET,2017-03-15,0.883937
通州哈佛摇篮幼儿园,GPP,2017-03-15,2.837223
通州哈佛摇篮幼儿园,Tair,2017-03-15,10.155898
通州哈佛摇篮幼儿园,Rainf,2017-03-15,0.519966
通州哈佛摇篮幼儿园,ET,2018-03-15,0.435728
通州哈佛摇篮幼儿园,GPP,2018-03-15,2.641835
通州哈佛摇篮幼儿园,Tair,2018-03-15,13.157152
通州哈佛摇篮幼儿园,Rainf,2018-03-15,0
通州哈佛摇篮幼儿园,ET,2019-03-15,0.689213
通州哈佛摇篮幼儿园,GPP,2019-03-15,2.767924
通州哈佛摇篮幼儿园,Tair,2019-03-15,12.065631
通州哈佛摇篮幼儿园,Rainf,2019-03-15,0.243508
通州哈佛摇篮幼儿园,ET,2013-04-01,0.441758
通州哈佛摇篮幼儿园,GPP,2013-04-01,3.14381
通州哈佛摇篮幼儿园,Tair,2013-04-01,9.20971
通州哈佛摇篮幼儿园,Rainf,2013-04-01,0.006952
通州哈佛摇篮幼儿园,ET,2014-04-01,1.629092
通州哈佛摇篮幼儿园,GPP,2014-04-01,3.007262
通州哈佛摇篮幼儿园,Tair,2014-04-01,15.684679
通州哈佛摇篮幼儿园,Rainf,2014-04-01,1.095925
通州哈佛摇篮幼儿园,ET,2015-04-01,2.189816
通州哈佛摇篮幼儿园,GPP,2015-04-01,2.883434
通州哈佛摇篮幼儿园,Tair,2015-04-01,10.926549
通州哈佛摇篮幼儿园,Rainf,2015-04-01,2.380768
通州哈佛摇篮幼儿园,ET,2016-04-01,1.005294
通州哈佛摇篮幼儿园,GPP,2016-04-01,2.734904
通州哈佛摇篮幼儿园,Tair,2016-04-01,14.589089
通州哈佛摇篮幼儿园,Rainf,2016-04-01,0.526876
通州哈佛摇篮幼儿园,ET,2017-04-01,1.037031
通州哈佛摇篮幼儿园,GPP,2017-04-01,3.483936
通州哈佛摇篮幼儿园,Tair,2017-04-01,14.961212
通州哈佛摇篮幼儿园,Rainf,2017-04-01,0.466155
通州哈佛摇篮幼儿园,ET,2018-04-01,1.973577
通州哈佛摇篮幼儿园,GPP,2018-04-01,3.25214
通州哈佛摇篮幼儿园,Tair,2018-04-01,11.913345
通州哈佛摇篮幼儿园,Rainf,2018-04-01,2.004587
通州哈佛摇篮幼儿园,ET,2019-04-01,0.755271
通州哈佛摇篮幼儿园,GPP,2019-04-01,2.9106
通州哈佛摇篮幼儿园,Tair,2019-04-01,14.102657
通州哈佛摇篮幼儿园,Rainf,2019-04-01,0.252411
通州哈佛摇篮幼儿园,ET,2013-04-15,0.838265
通州哈佛摇篮幼儿园,GPP,2013-04-15,3.194318
通州哈佛摇篮幼儿园,Tair,2013-04-15,15.586535
通州哈佛摇篮幼儿园,Rainf,2013-04-15,0.210184
通州哈佛摇篮幼儿园,ET,2014-04-15,0.718363
通州哈佛摇篮幼儿园,GPP,2014-04-15,2.944455
通州哈佛摇篮幼儿园,Tair,2014-04-15,17.823105
通州哈佛摇篮幼儿园,Rainf,2014-04-15,0.068495
通州哈佛摇篮幼儿园,ET,2015-04-15,0.727911
通州哈佛摇篮幼儿园,GPP,2015-04-15,2.308619
通州哈佛摇篮幼儿园,Tair,2015-04-15,21.659668
通州哈佛摇篮幼儿园,Rainf,2015-04-15,0.021733
通州哈佛摇篮幼儿园,ET,2016-04-15,1.313978
通州哈佛摇篮幼儿园,GPP,2016-04-15,2.474778
通州哈佛摇篮幼儿园,Tair,2016-04-15,19.930122
通州哈佛摇篮幼儿园,Rainf,2016-04-15,0.640521
通州哈佛摇篮幼儿园,ET,2017-04-15,1.018898
通州哈佛摇篮幼儿园,GPP,2017-04-15,3.02456
通州哈佛摇篮幼儿园,Tair,2017-04-15,19.887169
通州哈佛摇篮幼儿园,Rainf,2017-04-15,0.150447
通州哈佛摇篮幼儿园,ET,2018-04-15,1.497262
通州哈佛摇篮幼儿园,GPP,2018-04-15,2.982324
通州哈佛摇篮幼儿园,Tair,2018-04-15,21.532488
通州哈佛摇篮幼儿园,Rainf,2018-04-15,0.739737
通州哈佛摇篮幼儿园,ET,2019-04-15,2.784601
通州哈佛摇篮幼儿园,GPP,2019-04-15,2.877817
通州哈佛摇篮幼儿园,Tair,2019-04-15,17.864296
通州哈佛摇篮幼儿园,Rainf,2019-04-15,2.818633
通州哈佛摇篮幼儿园,ET,2013-05-01,2.655079
通州哈佛摇篮幼儿园,GPP,2013-05-01,2.732376
通州哈佛摇篮幼儿园,Tair,2013-05-01,20.442457
通州哈佛摇篮幼儿园,Rainf,2013-05-01,1.922359
通州哈佛摇篮幼儿园,ET,2014-05-01,2.505757
通州哈佛摇篮幼儿园,GPP,2014-05-01,2.839033
通州哈佛摇篮幼儿园,Tair,2014-05-01,17.95936
通州哈佛摇篮幼儿园,Rainf,2014-05-01,1.814874
通州哈佛摇篮幼儿园,ET,2015-05-01,3.170433
通州哈佛摇篮幼儿园,GPP,2015-05-01,2.699031
通州哈佛摇篮幼儿园,Tair,2015-05-01,18.720388
通州哈佛摇篮幼儿园,Rainf,2015-05-01,3.247891
通州哈佛摇篮幼儿园,ET,2016-05-01,3.285826
通州哈佛摇篮幼儿园,GPP,2016-05-01,2.628722
通州哈佛摇篮幼儿园,Tair,2016-05-01,19.436338
通州哈佛摇篮幼儿园,Rainf,2016-05-01,5.046478
通州哈佛摇篮幼儿园,ET,2017-05-01,2.332254
通州哈佛摇篮幼儿园,GPP,2017-05-01,2.430695
通州哈佛摇篮幼儿园,Tair,2017-05-01,21.582438
通州哈佛摇篮幼儿园,Rainf,2017-05-01,1.518491
通州哈佛摇篮幼儿园,ET,2018-05-01,3.196154
通州哈佛摇篮幼儿园,GPP,2018-05-01,2.816683
通州哈佛摇篮幼儿园,Tair,2018-05-01,22.687162
通州哈佛摇篮幼儿园,Rainf,2018-05-01,2.744828
通州哈佛摇篮幼儿园,ET,2019-05-01,2.821791
通州哈佛摇篮幼儿园,GPP,2019-05-01,2.554726
通州哈佛摇篮幼儿园,Tair,2019-05-01,22.344093
通州哈佛摇篮幼儿园,Rainf,2019-05-01,2.248157
通州哈佛摇篮幼儿园,ET,2013-05-15,0.971947
通州哈佛摇篮幼儿园,GPP,2013-05-15,2.394081
通州哈佛摇篮幼儿园,Tair,2013-05-15,23.460474
通州哈佛摇篮幼儿园,Rainf,2013-05-15,0.158655
通州哈佛摇篮幼儿园,ET,2014-05-15,2.653012
通州哈佛摇篮幼儿园,GPP,2014-05-15,1.909576
通州哈佛摇篮幼儿园,Tair,2014-05-15,25.386274
通州哈佛摇篮幼儿园,Rainf,2014-05-15,1.829514
通州哈佛摇篮幼儿园,ET,2015-05-15,1.963979
通州哈佛摇篮幼儿园,GPP,2015-05-15,1.67705
通州哈佛摇篮幼儿园,Tair,2015-05-15,26.216024
通州哈佛摇篮幼儿园,Rainf,2015-05-15,1.096992
通州哈佛摇篮幼儿园,ET,2016-05-15,1.074046
通州哈佛摇篮幼儿园,GPP,2016-05-15,1.841478
通州哈佛摇篮幼儿园,Tair,2016-05-15,24.429605
通州哈佛摇篮幼儿园,Rainf,2016-05-15,0.263394
通州哈佛摇篮幼儿园,ET,2017-05-15,2.989623
通州哈佛摇篮幼儿园,GPP,2017-05-15,2.078594
通州哈佛摇篮幼儿园,Tair,2017-05-15,25.758123
通州哈佛摇篮幼儿园,Rainf,2017-05-15,2.170681
通州哈佛摇篮幼儿园,ET,2018-05-15,1.653405
通州哈佛摇篮幼儿园,GPP,2018-05-15,2.128957
通州哈佛摇篮幼儿园,Tair,2018-05-15,25.643652
通州哈佛摇篮幼儿园,Rainf,2018-05-15,0.743958
通州哈佛摇篮幼儿园,ET,2019-05-15,2.860538
通州哈佛摇篮幼儿园,GPP,2019-05-15,1.767655
通州哈佛摇篮幼儿园,Tair,2019-05-15,26.916134
通州哈佛摇篮幼儿园,Rainf,2019-05-15,1.974524
通州哈佛摇篮幼儿园,ET,2013-06-01,1.389982
通州哈佛摇篮幼儿园,GPP,2013-06-01,2.967615
通州哈佛摇篮幼儿园,Tair,2013-06-01,23.369356
通州哈佛摇篮幼儿园,Rainf,2013-06-01,0.527293
通州哈佛摇篮幼儿园,ET,2014-06-01,2.337269
通州哈佛摇篮幼儿园,GPP,2014-06-01,3.115226
通州哈佛摇篮幼儿园,Tair,2014-06-01,23.82906
通州哈佛摇篮幼儿园,Rainf,2014-06-01,1.50548
通州哈佛摇篮幼儿园,ET,2015-06-01,3.556173
通州哈佛摇篮幼儿园,GPP,2015-06-01,3.019849
通州哈佛摇篮幼儿园,Tair,2015-06-01,24.743013
通州哈佛摇篮幼儿园,Rainf,2015-06-01,3.533942
通州哈佛摇篮幼儿园,ET,2016-06-01,2.613997
通州哈佛摇篮幼儿园,GPP,2016-06-01,2.445098
通州哈佛摇篮幼儿园,Tair,2016-06-01,24.197227
通州哈佛摇篮幼儿园,Rainf,2016-06-01,1.86311
通州哈佛摇篮幼儿园,ET,2017-06-01,1.132529
通州哈佛摇篮幼儿园,GPP,2017-06-01,3.269317
通州哈佛摇篮幼儿园,Tair,2017-06-01,24.133932
通州哈佛摇篮幼儿园,Rainf,2017-06-01,0
通州哈佛摇篮幼儿园,ET,2018-06-01,1.708133
通州哈佛摇篮幼儿园,GPP,2018-06-01,1.808603
通州哈佛摇篮幼儿园,Tair,2018-06-01,26.454561
通州哈佛摇篮幼儿园,Rainf,2018-06-01,0.978657
通州哈佛摇篮幼儿园,ET,2019-06-01,2.457181
通州哈佛摇篮幼儿园,GPP,2019-06-01,3.565727
通州哈佛摇篮幼儿园,Tair,2019-06-01,25.936991
通州哈佛摇篮幼儿园,Rainf,2019-06-01,1.262124
通州哈佛摇篮幼儿园,ET,2013-06-15,4.013524
通州哈佛摇篮幼儿园,GPP,2013-06-15,2.867112
通州哈佛摇篮幼儿园,Tair,2013-06-15,24.893444
通州哈佛摇篮幼儿园,Rainf,2013-06-15,4.962705
通州哈佛摇篮幼儿园,ET,2014-06-15,3.665032
通州哈佛摇篮幼儿园,GPP,2014-06-15,3.071463
通州哈佛摇篮幼儿园,Tair,2014-06-15,26.012194
通州哈佛摇篮幼儿园,Rainf,2014-06-15,3.150834
通州哈佛摇篮幼儿园,ET,2015-06-15,1.026165
通州哈佛摇篮幼儿园,GPP,2015-06-15,3.179343
通州哈佛摇篮幼儿园,Tair,2015-06-15,25.742779
通州哈佛摇篮幼儿园,Rainf,2015-06-15,0
通州哈佛摇篮幼儿园,ET,2016-06-15,2.887929
通州哈佛摇篮幼儿园,GPP,2016-06-15,2.064635
通州哈佛摇篮幼儿园,Tair,2016-06-15,27.27574
通州哈佛摇篮幼儿园,Rainf,2016-06-15,2.106669
通州哈佛摇篮幼儿园,ET,2017-06-15,3.174247
通州哈佛摇篮幼儿园,GPP,2017-06-15,3.707799
通州哈佛摇篮幼儿园,Tair,2017-06-15,26.802881
通州哈佛摇篮幼儿园,Rainf,2017-06-15,2.232663
通州哈佛摇篮幼儿园,ET,2018-06-15,0.796383
通州哈佛摇篮幼儿园,GPP,2018-06-15,1.475188
通州哈佛摇篮幼儿园,Tair,2018-06-15,29.47963
通州哈佛摇篮幼儿园,Rainf,2018-06-15,0
通州哈佛摇篮幼儿园,ET,2019-06-15,1.219054
通州哈佛摇篮幼儿园,GPP,2019-06-15,2.796479
通州哈佛摇篮幼儿园,Tair,2019-06-15,28.103031
通州哈佛摇篮幼儿园,Rainf,2019-06-15,0
通州哈佛摇篮幼儿园,ET,2013-07-01,4.710254
通州哈佛摇篮幼儿园,GPP,2013-07-01,3.263314
通州哈佛摇篮幼儿园,Tair,2013-07-01,27.374964
通州哈佛摇篮幼儿园,Rainf,2013-07-01,11.581614
通州哈佛摇篮幼儿园,ET,2014-07-01,3.591089
通州哈佛摇篮幼儿园,GPP,2014-07-01,2.584976
通州哈佛摇篮幼儿园,Tair,2014-07-01,27.807192
通州哈佛摇篮幼儿园,Rainf,2014-07-01,3.15315
通州哈佛摇篮幼儿园,ET,2015-07-01,3.591228
通州哈佛摇篮幼儿园,GPP,2015-07-01,3.042497
通州哈佛摇篮幼儿园,Tair,2015-07-01,28.068417
通州哈佛摇篮幼儿园,Rainf,2015-07-01,2.885639
通州哈佛摇篮幼儿园,ET,2016-07-01,2.552438
通州哈佛摇篮幼儿园,GPP,2016-07-01,2.453376
通州哈佛摇篮幼儿园,Tair,2016-07-01,28.413099
通州哈佛摇篮幼儿园,Rainf,2016-07-01,1.812636
通州哈佛摇篮幼儿园,ET,2017-07-01,3.936249
通州哈佛摇篮幼儿园,GPP,2017-07-01,3.886292
通州哈佛摇篮幼儿园,Tair,2017-07-01,30.017889
通州哈佛摇篮幼儿园,Rainf,2017-07-01,6.181855
通州哈佛摇篮幼儿园,ET,2018-07-01,3.890934
通州哈佛摇篮幼儿园,GPP,2018-07-01,2.635881
通州哈佛摇篮幼儿园,Tair,2018-07-01,28.299818
通州哈佛摇篮幼儿园,Rainf,2018-07-01,6.158634
通州哈佛摇篮幼儿园,ET,2019-07-01,3.791641
通州哈佛摇篮幼儿园,GPP,2019-07-01,3.575635
通州哈佛摇篮幼儿园,Tair,2019-07-01,28.188702
通州哈佛摇篮幼儿园,Rainf,2019-07-01,5.538995
通州哈佛摇篮幼儿园,ET,2013-07-15,3.658184
通州哈佛摇篮幼儿园,GPP,2013-07-15,3.084413
通州哈佛摇篮幼儿园,Tair,2013-07-15,28.330669
通州哈佛摇篮幼儿园,Rainf,2013-07-15,3.21029
通州哈佛摇篮幼儿园,ET,2014-07-15,3.220284
通州哈佛摇篮幼儿园,GPP,2014-07-15,2.629255
通州哈佛摇篮幼儿园,Tair,2014-07-15,28.959114
通州哈佛摇篮幼儿园,Rainf,2014-07-15,2.489523
通州哈佛摇篮幼儿园,ET,2015-07-15,4.309781
通州哈佛摇篮幼儿园,GPP,2015-07-15,3.959713
通州哈佛摇篮幼儿园,Tair,2015-07-15,28.501219
通州哈佛摇篮幼儿园,Rainf,2015-07-15,7.98782
通州哈佛摇篮幼儿园,ET,2016-07-15,4.78162
通州哈佛摇篮幼儿园,GPP,2016-07-15,3.060466
通州哈佛摇篮幼儿园,Tair,2016-07-15,28.286127
通州哈佛摇篮幼儿园,Rainf,2016-07-15,13.26703
通州哈佛摇篮幼儿园,ET,2017-07-15,3.243844
通州哈佛摇篮幼儿园,GPP,2017-07-15,3.975188
通州哈佛摇篮幼儿园,Tair,2017-07-15,28.758951
通州哈佛摇篮幼儿园,Rainf,2017-07-15,3.66857
通州哈佛摇篮幼儿园,ET,2018-07-15,5.50822
通州哈佛摇篮幼儿园,GPP,2018-07-15,2.697537
通州哈佛摇篮幼儿园,Tair,2018-07-15,30.935484
通州哈佛摇篮幼儿园,Rainf,2018-07-15,13.952265
通州哈佛摇篮幼儿园,ET,2019-07-15,3.923637
通州哈佛摇篮幼儿园,GPP,2019-07-15,3.204341
通州哈佛摇篮幼儿园,Tair,2019-07-15,31.678019
通州哈佛摇篮幼儿园,Rainf,2019-07-15,5.435439
通州哈佛摇篮幼儿园,ET,2013-08-01,3.706148
通州哈佛摇篮幼儿园,GPP,2013-08-01,2.900698
通州哈佛摇篮幼儿园,Tair,2013-08-01,29.356333
通州哈佛摇篮幼儿园,Rainf,2013-08-01,3.588252
通州哈佛摇篮幼儿园,ET,2014-08-01,3.560115
通州哈佛摇篮幼儿园,GPP,2014-08-01,2.834429
通州哈佛摇篮幼儿园,Tair,2014-08-01,27.457687
通州哈佛摇篮幼儿园,Rainf,2014-08-01,3.386413
通州哈佛摇篮幼儿园,ET,2015-08-01,2.838336
通州哈佛摇篮幼儿园,GPP,2015-08-01,3.193095
通州哈佛摇篮幼儿园,Tair,2015-08-01,29.022411
通州哈佛摇篮幼儿园,Rainf,2015-08-01,1.755013
通州哈佛摇篮幼儿园,ET,2016-08-01,3.625127
通州哈佛摇篮幼儿园,GPP,2016-08-01,2.682142
通州哈佛摇篮幼儿园,Tair,2016-08-01,29.333637
通州哈佛摇篮幼儿园,Rainf,2016-08-01,4.6973
通州哈佛摇篮幼儿园,ET,2017-08-01,4.090914
通州哈佛摇篮幼儿园,GPP,2017-08-01,3.331014
通州哈佛摇篮幼儿园,Tair,2017-08-01,30.990019
通州哈佛摇篮幼儿园,Rainf,2017-08-01,7.284883
通州哈佛摇篮幼儿园,ET,2018-08-01,4.463957
通州哈佛摇篮幼儿园,GPP,2018-08-01,2.319919
